Matricula,PROGRAMA EDUCATIVO,BAJA 1ER CUATRI,BAJA 2DO CUATRI,BAJA 3ER CUATRI,Estado civil,Hijos,Problema o padecimiento,Razonamiento matem‡tico,Razonamiento abstracto,R. Verbal,R. Espacial,Inform‡tica,C‡lculo,Comunicaci—n,Mec‡nico,Servicio,Finanzas,Trabaja,Ingreso mensual de padre,Ingreso mensual de madre,Ingresos mensuales familiares,UPQ Primera opci—n,Minutos de trayecto a la universidad,Probabilidad Baja (%)
124050393,4,,,,3,0,0,0.97,0.55,0.02,0.7,0.66,0.74,0.62,0.64,0.8,0.62,1,0.066666667,0.1,0.125,1,0.145833333,1.146066904
124050585,7,,,,3,0,0,0.03,0.03,0.3,0.05,0.88,0.6,0.46,0.5,0.64,0.44,0,0,0,0,1,0.166666667,1.143119931
124049200,7,,,,3,0,0,0.1,0.25,0.1,0.35,0.64,0.68,0.62,0.66,0.7,0.6,1,0.05,0,0.0375,1,0.041666667,1.142181754
124049401,5,,,,3,0,0,0.75,0.03,0.05,0.25,0.78,0.7,0.78,0.58,1,0.84,1,0.1,0.15,0,1,0.0625,1.131565809
124048762,7,,,,3,0,0,0.6,0.02,0.1,0.2,0.62,0.66,0.56,0.6,0.74,0.62,0,0.066666667,0.1,0.1,1,0.0625,1.127367139
124049440,3,,,,3,0,0,0.99,0.95,0.35,0.96,0.72,0.74,0.72,0.94,0.78,0.82,0,0.1,0.1875,0.21875,1,0.208333333,1.123610854
124049563,5,,,,3,0,0,0.6,0.15,0.05,0.55,0.6,0.64,0.72,0.74,0.8,0.72,0,0.1,0.125,0.125,1,0.083333333,1.121940136
124048854,1,,,,3,0,0,0,0.75,0.9,0.6,0.66,0.66,0.9,0.86,0.98,0.78,0,0.833333333,0,0.625,1,0.104166667,1.1184237
124050575,3,,,,3,0,0,0.98,0.55,0.25,0.96,0.78,0.9,0.76,0.8,0.76,0.84,1,0,0.275,0.15625,1,0.09375,1.117202878
124049355,0,,,,3,0,1,0.2,0.01,0.25,0.2,0.4,0.44,0.46,0.22,0.52,0.32,1,0.058333333,0.085,0.09375,1,0.052083333,1.114447594
124049615,4,,,,3,0,0,0.75,0.35,0.2,0.4,0.4,0.78,0.68,0.7,0.82,0.74,0,0.083333333,0.0625,0.09375,1,0.25,1.113510489
124048745,4,,,,3,0,1,0.25,0.3,0.1,0.55,0.46,0.54,0.4,0.64,0.68,0.6,1,0,0,0,1,0.125,1.111786008
124050032,5,,,,3,0,0,0.97,0.35,0.35,0.2,0.52,0.62,0.82,0.78,0.88,0.74,1,0.066666667,0,0,1,0.0625,1.108543038
124049139,5,,,,3,0,0,0.05,0.03,0.01,0.15,0.38,0.5,0.5,0.36,0.5,0.52,0,0.083333333,0,0,1,0.083333333,1.107381582
124049801,1,,,,3,0,0,0.9,0.4,0.55,0.55,0.88,0.8,0.72,0.98,0.84,0.94,1,0.333333333,0.1875,0.34375,1,0,1.107276559
124048822,7,,,,3,0,0,0.9,0.75,0.2,0.8,0.56,0.54,0.5,0.44,0.62,0.58,1,0,0.0625,0.0375,1,0.104166667,1.106793761
124050342,5,,,,3,0,0,0.25,0.4,0.1,0.95,0.78,0.72,0.66,0.76,0.84,0.82,0,0.083333333,0.1875,0.125,1,0.0625,1.105648756
124049777,7,,,,3,0,0,0.98,0.9,0.75,0.96,0.8,0.88,0.76,0.68,0.78,0.62,0,0.166666667,0,0.125,1,0.0625,1.10394299
124050533,5,,,,3,0,0,0.2,0.02,0.98,0.1,0.6,0.58,0.76,0.58,0.78,0.72,1,0.083333333,0.125,0.125,1,0.625,1.102079391
124049471,5,,,,3,0,0,0.35,0.3,0.98,0.4,0.7,0.72,0.8,0.7,0.82,0.82,0,0.020833333,0.04375,0.0375,1,0.0625,1.101055264
124050071,7,,,,3,0,0,0.9,0.35,0.1,0.15,0.6,0.7,0.62,0.62,0.8,0.62,0,0.083333333,0,0.0625,1,0.083333333,1.100499868
124048813,7,,,,3,0,0,0,0.03,0.15,0.2,0.64,0.5,0.66,0.42,0.68,0.58,0,0,0.15625,0.078125,1,0.022916667,1.100218534
124050075,7,,,,3,0,0,0.7,0.75,0.02,0.5,0.52,0.62,0.58,0.7,0.7,0.64,0,0.058333333,0.0875,0.0875,1,0.083333333,1.097938657
124050316,7,,,,3,0,0,0.6,0.04,0.15,0.05,0.58,0.62,0.5,0.5,0.76,0.52,0,0,0.15,0.078125,1,0.083333333,1.094703436
124048949,4,,,,3,0,0,0.97,0.45,0.15,0.6,0.62,0.68,0.72,0.66,0.82,0.62,0,0.125,0,0.09375,1,0.083333333,1.086427689
124049306,4,,,,3,0,1,0,0.04,0.01,0.45,0.78,0.76,0.8,0.82,0.78,0.78,0,0.1,0,0.075,1,0.0625,1.085988045
124049417,7,,,,3,0,0,0,0.4,0.15,0.7,0.6,0.6,0.56,0.78,0.76,0.66,0,0.066666667,0,0.00625,1,0.125,1.085968018
124049693,5,,,,3,0,0,0.15,0.75,0.3,0.5,0.74,0.78,0.76,0.46,0.86,0.76,1,0.093333333,0.1225,0.1925,1,0.03125,1.082607508
124048786,5,,,,3,0,0,0.35,0.04,0.02,0.2,0.36,0.5,0.32,0.4,0.5,0.5,0,0.05,0,0.0375,1,0.125,1.08078146
124050474,5,,,,3,0,0,0.85,0.25,0.2,0.2,0.4,0.56,0.5,0.62,0.54,0.64,1,0.066666667,0.0625,0.08125,1,0.104166667,1.079575419
124048886,4,,,,3,0,0,0.9,0.15,0.2,0.35,0.66,0.84,0.92,0.94,0.96,0.76,0,0,0,0,1,0.125,1.074667931
124049484,5,,,,3,0,0,0.75,0.1,0.1,0.8,0.82,0.64,0.74,0.54,0.84,0.7,1,0.291666667,0.0375,0.2375,1,0.0625,1.074146986
124050214,5,,,,3,0,0,0.55,0.4,0.1,0.4,0.54,0.62,0.78,0.54,0.82,0.72,0,0.141666667,0,0.10625,1,0.072916667,1.071048379
124049638,7,,,,3,0,0,0.9,0.2,0.25,0.35,0.54,0.48,0.34,0.52,0.64,0.38,0,0.166666667,0,0.000125,1,0.25,1.068894625
124049965,5,,,,3,0,0,0.9,0.7,0.7,0.75,0.6,0.82,0.78,0.46,0.84,0.72,0,0,0.225,0.1125,1,0.083333333,1.067175984
124048651,5,,,,3,0,0,0,0.25,0.05,0.5,0.62,0.72,0.96,0.4,1,0.64,0,0.1,0,0.075,1,0.229166667,1.067089438
124050206,4,,,,3,0,1,0,0.4,0.2,0.3,0.46,0.52,0.46,0.44,0.62,0.46,1,0.033333333,0.0375,0.04375,1,0.0625,1.061162233
124050183,5,,,,3,0,0,0.4,0.01,0.25,0.15,0.42,0.3,0.82,0.34,0.9,0.74,0,0.029166667,0.01875,0.03125,1,0.1875,1.058542132
124050541,5,,,,3,0,0,0,0.35,0.25,0.3,0.44,0.78,0.66,0.58,0.8,0.72,0,0.166666667,0.1875,0.15625,1,0.020833333,1.056093812
124048868,1,,,,3,0,1,0.55,0.75,0.3,0.5,0.82,0.56,0.54,0.82,0.68,0.56,1,0,0.2,0.125,1,0.083333333,1.0558182
124049640,5,,,,3,0,0,0.97,0.4,0.15,0.8,0.6,0.68,0.56,0.56,0.68,0.64,1,0.066666667,0.1,0.1,1,0.0625,1.055686235
124048718,4,,,,3,0,0,0.55,0.15,0.1,0.65,0.82,0.82,0.74,0.88,0.94,0.82,1,0.416666667,0.125,0.375,1,0.0625,1.055603623
124049435,5,,,,3,0,0,0.55,0.25,0.04,0.35,0.88,0.9,0.92,0.8,0.82,0.84,1,0,0.06,0.03125,1,0.0625,1.053709149
124048796,4,,,,3,0,0,0.85,0.15,0.25,0.25,0.72,0.72,0.56,0.74,0.72,0.72,1,0.25,0,0.1875,1,0.25,1.050795555
124049565,5,,,,3,0,0,0.03,0.01,0.15,0.15,0.6,0.58,0.62,0.32,0.8,0.54,0,0.125,0.25,0.125,1,0.041666667,1.049487829
124049253,5,,,,3,0,0,0.7,0.4,0.4,0.2,0.58,0.7,0.7,0.42,0.84,0.7,1,0.05,0.0875,0.09375,1,0.25,1.049273491
124050176,5,,,,3,0,0,0.2,0.35,0.3,0.4,0.68,0.7,0.74,0.66,0.96,0.74,1,0.016666667,0.025,0.0375,1,0.052083333,1.049073935
124049194,4,,,,3,0,0,0.9,0.7,0.3,0.55,0.72,0.8,0.7,0.82,0.76,0.76,0,0.033333333,0.05,0.05,1,0.416666667,1.048125029
124049176,5,,,,3,0,0,0.25,0.25,0.1,0.2,0.48,0.42,0.68,0.4,0.72,0.62,1,0.229166667,0.09375,0.1875,1,0.020833333,1.041517735
124050200,5,,,,3,0,0,0.25,0.15,0.05,0.2,0.3,0.4,0.5,0.36,0.62,0.4,0,0.021666667,0,0.01625,1,0.083333333,1.041490197
124049944,5,,,,3,0,0,0.7,0.3,0.1,0.9,0.86,0.66,0.84,0.72,0.7,0.9,1,0.125,0.1625,0.15625,1,0.15625,1.036324501
124049489,7,,,,3,0,0,0.55,0.2,0.1,0.75,0.56,0.76,0.62,0.58,0.66,0.58,1,0.058333333,0,0.0375,1,0.1875,1.033290029
124049169,7,,,,3,0,0,0.4,0.2,0.05,0.4,0.44,0.7,0.6,0.6,0.78,0.68,0,0,0.07,0.07,1,0.0625,1.032423019
124049990,5,,,,3,0,0,0.2,0.1,0.02,0.15,0.28,0.4,0.66,0.22,0.96,0.52,0,0.023333333,0.065,0.02375,1,0.125,1.026686788
124049927,7,,,,3,0,0,0.85,0.4,0.15,0.8,0.5,0.64,0.56,0.72,0.7,0.74,0,0.041666667,0,0.03125,1,0.083333333,1.026140928
124049117,1,,,,3,0,1,0.9,0.45,0.2,0.85,0.6,0.9,0.54,0.76,0.94,0.74,0,0.1,0,0.075,1,0.1875,1.016993761
124050043,5,,,,3,0,0,0.8,0.4,0.35,0.55,0.5,0.58,0.76,0.46,0.74,0.7,0,0.066666667,0.025,0.0625,1,0.083333333,1.009400725
124050011,5,,,,3,0,0,0.4,0.4,0.01,0.6,0.84,0.88,0.92,0.7,0.82,0.88,0,0.066666667,0.1,0.1,1,0.072916667,1.005519152
124049173,5,,,,3,0,0,0.2,0.35,0.02,0.15,0.4,0.44,0.46,0.4,0.7,0.44,0,0,0.25,0,1,0.052083333,1.000852823
124049542,5,,,,3,0,0,0.55,0.25,0.25,0.25,0.68,0.62,1,0.66,0.96,0.94,0,0.0625,0.021875,0.01875,1,0.114583333,0.998707294
123048687,5,,,,3,0,0,0.25,0.3,0.2,0.03,0.68,0.56,0.62,0.5,0.84,0.54,1,0.125,0.125,0.21875,1,0.0625,0.996605277
124049400,3,,,,3,0,0,0.99,0.95,0.3,0.96,0.74,0.84,0.74,0.76,0.7,0.78,0,0.333333333,0,0.25,1,0.083333333,0.993092239
124050044,2,,,,3,0,0,0.25,0.03,0.1,0.05,0.5,0.5,0.52,0.58,0.58,0.5,1,0.208333333,0.4375,0.25,1,0.5,0.992208898
124050448,5,,,,3,0,0,0,0.2,0.01,0.3,0.34,0.4,0.36,0.48,0.52,0.5,0,0.116666667,0,0.1,1,0.3125,0.990880847
124050643,7,,,,3,0,0,0.7,0.1,0.9,0.2,0.62,0.84,0.92,0.82,0.8,0.84,1,0.066666667,0,0.0625,1,0.052083333,0.989818096
124050508,5,,,,3,0,0,0.15,0.01,0.1,0.05,0.74,0.66,0.96,0.68,0.94,0.94,1,0.0175,0.05125,0.03125,1,0.166666667,0.9884727
124048701,5,,,,3,0,0,0.85,0.3,0.15,0.3,0.58,0.58,0.66,0.54,0.74,0.68,0,0,0.45,0.225,1,0.125,0.987151921
124048852,4,,,,3,0,0,0.9,0.6,0.4,0.95,0.9,0.94,0.54,0.92,0.92,0.92,1,0,0.075,0.075,1,0.25,0.981124401
124049227,4,,,,3,0,0,0.9,0.7,0.5,0.2,0.52,0.7,0.56,0.72,0.9,0.78,1,0.133333333,0.175,0.15625,1,0.3125,0.981012642
124048828,4,,,,3,0,0,0.85,0.25,0.25,0.35,0.6,0.76,0.6,0.8,0.74,0.74,1,0.166666667,0,0.125,1,0.0625,0.977026224
124048472,5,,,,3,0,0,0.55,0.45,0.1,0.45,0.7,0.7,0.68,0.62,0.76,0.7,1,0.066666667,0,0.0625,1,0.125,0.975286663
124049195,5,,,,3,0,0,0.85,0.04,0.1,0.2,0.22,0.28,0.24,0.52,0.54,0.48,1,0.125,0,0.09375,1,0.0625,0.974245012
124049184,7,,,,3,0,0,0.1,0.25,0.01,0.45,0.6,0.68,0.5,0.4,0.74,0.56,0,0.041666667,0.0125,0.04375,1,0.4375,0.968602002
124049026,6,,,,3,0,0,0.6,0.03,0.25,0.05,0.76,0.56,0.64,0.7,0.68,0.7,0,0.316666667,0.04375,0.28125,1,0.052083333,0.968499124
124048928,7,,,,3,0,0,0.85,0.6,0.1,0.7,0.64,0.64,0.66,0.7,0.7,0.76,0,0.083333333,0.125,0.125,1,0.0625,0.967204869
124050238,5,,,,3,0,0,0.2,0.02,0.02,0.05,0.7,0.44,0.92,0.58,0.98,0.78,0,0.166666667,0,0.1375,1,0.125,0.965878844
124050069,5,,,,3,0,0,0.1,0.1,0.02,0.1,0.98,0.96,0.98,1,0.98,1,1,0.05,0,0.0375,1,0.25,0.964915097
124050534,7,,,,3,0,0,0.1,0.03,0.15,0.4,0.74,0.66,0.6,0.62,0.58,0.64,0,0,0.05,0.03125,1,0.09375,0.964682758
124050157,0,,,,3,0,1,0.15,0.15,0.1,0.05,0.68,0.5,0.76,0.68,0.8,0.78,1,0,0.1,0,1,0.25,0.963763893
124046447,6,,,,3,0,0,0.4,0.4,0.25,0.15,0.7,0.52,0.78,0.74,0.8,0.78,0,0.05,0.0375,0.025,1,0.25,0.959240437
124048770,3,,,,3,0,1,0.9,0.45,0.75,0.75,0.76,0.8,0.66,0.82,0.92,0.78,0,0.15,0,0.1125,1,0.0625,0.954487264
124050047,7,,,,3,0,0,0.6,0.7,0.05,0.9,0.6,0.62,0.52,0.64,0.7,0.58,1,0.06,0.09,0.045,1,0.1875,0.949984491
124049347,5,,,,3,0,0,0.4,0.1,0.04,0.2,0.5,0.52,0.7,0.6,0.84,0.74,0,0.1,0.1,0.125,1,0.104166667,0.948644817
124049444,7,,,,3,0,0,0.35,0.03,0.1,0.1,0.7,0.7,0.58,0.68,0.76,0.7,0,0.066666667,0.03125,0.05,1,0.09375,0.947680235
124050310,4,,,,3,0,0,0.9,0.15,0.35,0.35,0.82,0.74,0.64,0.76,0.84,0.8,1,0,0,0.03125,1,0.125,0.94731319
124050519,7,,,,3,0,0,0,0.15,0.25,0.05,0.66,0.86,0.56,0.8,0.86,0.76,0,0.058333333,0,0.04375,1,0.0625,0.945617139
124048750,5,,,,3,0,0,0.7,0.35,0.25,0.55,0.66,0.66,0.5,0.62,0.84,0.56,0,0.166666667,0.125,0.1875,1,0.0625,0.945267916
124048755,4,,,,3,0,0,0.98,0.55,0.15,0.9,0.86,0.88,0.68,0.84,0.88,0.74,1,0.075,0.15,0.13125,1,0.0625,0.941709518
124049358,5,,,,3,0,0,0.35,0.4,0.1,0.2,0.68,0.78,0.62,0.6,0.76,0.74,1,0.1,0.1,0.125,1,0.125,0.934654772
124049760,7,,,,3,0,0,0.55,0.35,0.1,0.8,0.58,0.56,0.58,0.66,0.78,0.62,1,0,0.175,0.1,1,0.0625,0.93436259
124049541,7,,,,3,0,0,0.25,0.1,0.1,0.04,0.58,0.58,0.42,0.56,0.64,0.56,0,0.1,0,0.075,1,0.125,0.932764292
124048795,1,,,,3,0,1,0.9,0.9,0.8,0.97,0.76,0.72,0.84,0.84,0.8,0.74,0,0.091666667,0.2,0.16875,1,0.125,0.930497766
124050133,7,,,,3,0,0,0.55,0.4,0.02,0.5,0.54,0.52,0.7,0.52,0.92,0.58,0,0.07,0.105,0.105,1,0.0625,0.929886103
124050294,7,,,,3,0,0,0.9,0.1,0.4,0.55,0.6,0.6,0.6,0.64,0.82,0.78,0,0.125,0,0.09375,1,0.0625,0.929477692
124050136,7,,,,3,0,0,0.85,0.01,0.2,0.1,0.6,0.5,0.56,0.54,0.74,0.52,0,0.166666667,0.125,0.1875,1,0.041666667,0.927180588
124048992,5,,,,3,0,0,0,0.2,0.1,0.15,0.66,0.68,0.88,0.66,0.86,0.82,1,0,0.125,0.0625,1,0.25,0.926945806
124049085,7,,,,3,0,0,0.1,0.45,0.1,0.1,0.42,0.7,0.5,0.58,0.62,0.64,1,0.1,0,0.075,1,0.072916667,0.925289869
124049384,7,,,,3,0,0,0.55,0.2,0.99,0.45,0.6,0.42,0.44,0.46,0.64,0.6,0,0.133333333,0.1625,0.08125,1,0.041666667,0.921337426
124049982,5,,,,3,0,0,0.85,0.03,0.1,0.5,0.48,0.4,0.8,0.42,0.92,0.6,1,0,0.0625,0.05,1,0.25,0.916940629
124048858,7,,,,3,0,0,0.75,0.25,0.2,0.1,0.6,0.68,0.74,0.7,0.9,0.7,0,0.166666667,0,0.125,1,0.0625,0.916061997
124048739,7,,,,3,0,0,0.35,0.2,0.2,0.03,0.62,0.54,0.86,0.7,0.76,0.94,0,0.1,0,0.075,1,0.0625,0.912939012
124050081,7,,,,3,0,0,0.85,0.4,0.05,0.35,0.48,0.5,0.78,0.6,1,0.5,1,0,0,0,1,0.145833333,0.912442982
124049647,5,,,,3,0,0,0,0.1,0.99,0.15,0.52,0.62,0.92,0.4,0.9,0.86,1,0,0.1625,0,1,0.083333333,0.910060644
124048372,7,,,,3,0,0,0.1,0.15,0.25,0.2,0.56,0.52,0.42,0.58,0.7,0.56,0,0.1,0.0625,0.1,1,0.0625,0.909907758
124048761,4,,,,3,0,0,0.9,0.7,0.2,0.96,0.72,0.78,0.58,0.78,0.72,0.72,0,0.208333333,0.25,0.28125,1,0.0625,0.907762706
124050236,7,,,,3,0,0,0.25,0.15,0.05,0.35,0.36,0.42,0.52,0.68,0.78,0.56,0,0.066666667,0,0.05,1,0.0625,0.907647789
124050333,5,,,,3,1,0,0,0.15,0.05,0.05,0.48,0.4,0.38,0.36,0.58,0.6,0,0.066666667,0,0.05,1,0.0625,0.907085299
124050234,5,,,,3,0,0,0,0.2,0.1,0.25,1,1,1,1,1,1,1,0,0,0,1,0.0625,0.9066118
124048890,7,,,,3,0,0,0.35,0.15,0.3,0.05,0.66,0.42,0.62,0.54,0.9,0.66,0,0,0.2125,0.10625,1,0.041666667,0.906368911
124050327,5,,,,3,0,0,0.7,0.25,0.2,0.55,0.78,0.76,0.76,0.66,0.86,0.62,0,0.125,0.15,0.125,1,0.072916667,0.899351656
124048944,6,,,,3,0,0,0,0.35,0.55,0.35,0.6,0.54,0.44,0.62,0.6,0.56,0,0.125,0.2,0.19375,1,0.083333333,0.899145186
124049847,4,,,,3,0,0,0.85,0.85,0.3,0.96,0.74,0.82,0.72,0.88,0.76,0.86,0,0.333333333,0,0.25,1,0.0625,0.896531999
124049539,5,,,,3,0,0,0.85,0.1,0.35,0.4,0.64,0.56,0.8,0.64,0.86,0.84,0,0.041666667,0,0.03125,1,0.125,0.894567072
124048971,7,,,,3,0,0,0.35,0.01,0.3,0.05,0.58,0.56,0.58,0.66,0.68,0.74,0,0.066666667,0.085,0.03125,1,0.25,0.89281863
124048692,3,,,,3,1,0,0.98,0.75,0.05,0.2,0.42,0.56,0.64,0.54,0.58,0.7,1,0,0,0.1875,1,0.083333333,0.892056525
124049986,4,,,,3,0,0,0.98,0.55,0.35,0.75,0.64,0.98,0.8,0.98,0.7,0.94,0,0.116666667,0.15,0.1625,1,0.083333333,0.883944333
123048603,5,,,,3,0,0,0,0.2,0.1,0.35,0.68,0.7,0.84,0.6,0.8,0.7,0,0.208333333,0.15,0.23125,1,0.03125,0.883453608
124050291,4,,,,3,0,0,0.85,0.7,0.75,0.97,0.52,0.68,0.46,0.92,0.6,0.72,0,0.316666667,0,0.25,1,0.0625,0.882690609
124049343,5,,,,3,0,0,0.99,0.75,0.25,0.8,0.64,0.6,0.54,0.54,0.64,0.68,0,0.333333333,0,0.25,1,0.041666667,0.881696224
124048793,6,,,,3,0,0,0.4,0.04,0.02,0.25,0.72,0.62,0.78,0.74,0.88,0.7,1,0.066666667,0.075,0,1,0.083333333,0.881407499
124049486,5,,,,3,0,0,0.8,0.04,0.25,0.4,0.94,0.94,0.94,0.96,0.94,0.9,0,0.083333333,0,0.0625,1,0.0625,0.881028831
124048842,5,,,,3,0,0,0.9,0.3,0.2,0.4,0.54,0.64,0.84,0.42,0.94,0.74,0,0.025,0,0.075,1,0.083333333,0.879607975
124049865,7,,,,3,0,0,0.55,0.03,0.05,0.2,0.52,0.5,0.48,0.3,0.58,0.34,1,0.066666667,0.0875,0.0875,1,0.125,0.87901026
124050240,5,,,,3,0,0,0,0.15,0.04,0.35,0.56,0.74,0.7,0.54,0.8,0.7,1,0.025,0.15,0.05625,1,0.125,0.877857387
124049331,7,,,,3,0,0,0.4,0.4,0.4,0.3,0.68,0.66,0.56,0.84,0.76,0.72,0,0.083333333,0,0.0625,1,0.072916667,0.877206981
124049111,5,,,,3,0,0,0,0.04,0.25,0.35,0.9,0.56,0.72,0.62,0.94,0.82,1,0.058333333,0.05625,0.075,1,0.09375,0.867688358
124048727,4,,,,3,0,0,0.9,0.9,0.2,0.7,0.62,0.74,0.72,0.8,1,0.68,0,0.133333333,0.0875,0.09375,1,0.375,0.86732918
124050126,5,,,,3,0,0,0.15,0.4,0.02,0.35,0.54,0.66,0.74,0.48,0.82,0.68,0,0.208333333,0,0.15625,1,0.083333333,0.867229581
124048830,7,,,,3,0,0,0.2,0.15,0.3,0.05,0.44,0.46,0.5,0.44,0.66,0.52,1,0.166666667,0,0.1875,1,0.03125,0.864278555
124049236,7,,,,3,0,0,0,0.1,0.99,0.05,0.68,0.62,0.68,0.76,0.8,0.72,0,0.061666667,0.125,0.09375,1,0.375,0.861855388
124050555,7,,,,3,0,0,0.35,0.15,0.04,0.05,0.62,0.6,0.56,0.68,0.68,0.52,1,0.15,0,0.015625,1,0.083333333,0.855164051
124048910,7,,,,3,0,0,0.1,0.01,0.02,0.3,0.38,0.36,0.32,0.46,0.56,0.36,0,0.0375,0,0.028125,1,0.041666667,0.854869008
124049866,7,,,,3,0,0,0.8,0.3,0.1,0.1,0.78,0.7,0.7,0.78,0.72,0.88,1,0.022916667,0.0125,0.028125,1,0.125,0.852573752
123047254,5,,,,3,0,0,0.8,0.4,0.25,0.45,0.82,0.94,0.92,0.76,0.98,0.82,0,0.031666667,0,0.02375,1,0.0625,0.851055443
124050008,4,,,,3,0,0,0.85,0.25,0.05,0.4,0.64,0.76,0.76,0.64,0.78,0.64,1,0.208333333,0.175,0.1875,1,0.041666667,0.846697688
124049265,7,,,,3,0,0,0.35,0.03,0.1,0.15,0.72,0.8,0.88,0.8,0.98,0.84,0,0.01,0,0.0075,1,0.052083333,0.842767656
124050015,7,,,,3,0,0,0.1,0.03,0.02,0.3,0.36,0.58,0.5,0.34,0.54,0.52,0,0,0,0,1,0.125,0.841473222
124050193,5,,,,3,0,0,0.6,0.2,0.01,0.4,0.68,0.7,0.92,0.66,0.98,0.92,1,0.083333333,0.1125,0.09375,1,0.0625,0.838023067
124049094,5,,,,3,0,0,0,0.03,0.25,0.35,0.7,0.64,0.82,0.74,0.88,0.8,0,0.058333333,0.1,0.1125,1,0.25,0.835985661
124048720,4,,,,3,0,0,0.99,0.45,0.75,0.65,0.7,0.8,0.54,0.6,0.76,0.62,0,0.166666667,0.15,0.2,1,0.083333333,0.833015621
124048925,7,,,,3,0,0,0.9,0.3,0.1,0.35,0.72,0.94,0.74,0.66,0.94,0.78,0,0,0.02,0.013125,1,0.0625,0.825228155
124050368,5,,,,3,0,0,0,0.35,0.02,0.4,0.58,0.64,0.62,0.7,0.74,0.7,1,0.083333333,0.1875,0.15625,1,0.0625,0.823020279
124049930,7,,,,3,0,0,0.03,0.4,0.05,0.05,0.38,0.4,0.36,0.6,0.6,0.5,0,0.025,0.0375,0.03125,1,0.09375,0.821558952
124049153,7,,,,3,0,0,0.25,0.3,0.99,0.2,0.36,0.64,0.44,0.58,0.6,0.6,1,0,0.14375,0.071875,1,0.125,0.816334486
124049428,7,,,,3,0,0,0.85,0.4,0.02,0.7,0.8,0.94,0.96,0.92,1,0.98,1,0.05,0.075,0.05,1,0.020833333,0.814022005
124049668,5,,,,3,0,0,0,0.55,0.1,0.4,1,0.68,0.94,0.9,0.86,0.8,0,0.25,0.1875,0.28125,1,0.1875,0.812200069
124050587,5,,,,3,0,0,0.35,0.2,0.15,0.35,0.66,0.78,0.74,0.7,0.98,0.9,0,0.083333333,0.1,0.1125,1,0.0625,0.811127007
124048964,5,,,,3,0,0,0.9,0.2,0.4,0.6,0.54,0.56,0.86,0.52,1,0.62,0,0.116666667,0,0.0875,1,0.104166667,0.809000313
124049129,5,,,,3,1,0,0.15,0.4,0.2,0.05,0.4,0.5,0.74,0.52,0.66,0.62,0,0,0.15,0.15625,1,0.0625,0.808949292
124049261,7,,,,3,0,0,0.55,0.9,0.1,0.95,0.54,0.54,0.68,0.56,0.76,0.44,0,0,0.1875,0.09375,1,0.15625,0.808797479
124048919,5,,,,3,0,0,0.9,0.55,0.05,0.25,0.72,0.76,0.84,0.72,0.9,0.8,0,0.208333333,0,0.125,1,0.083333333,0.803942978
124050023,7,,,,3,0,0,0,0.2,0.15,0.2,0.52,0.82,0.74,0.82,0.9,0.62,0,0.066666667,0.075,0.0875,1,0.041666667,0.802602828
124048707,5,,,,3,0,0,0.4,0.02,0.1,0.2,0.62,0.64,0.7,0.66,0.92,0.82,0,0.833333333,0.05,0.15,1,0.25,0.798744977
124049206,5,,,,3,0,0,0.9,0.8,0.25,0.96,0.56,0.74,0.78,0.42,0.96,0.7,1,0.075,0.1,0.10625,1,0.041666667,0.797763348
124049554,5,,,,3,0,0,0.1,0.15,0.05,0.65,0.4,0.46,0.44,0.5,0.52,0.54,0,0.583333333,0.1125,0,1,0.041666667,0.797561824
124049119,4,,,,3,0,0,0.85,0.3,0.15,0.8,0.6,0.68,0.82,0.88,0.86,0.8,0,0.416666667,0.125,0.375,1,0.020833333,0.792428851
124048816,7,,,,3,0,0,0.35,0.01,0.01,0.2,0.7,0.76,0.68,0.6,0.84,0.6,0,0.075,0.1,0.010625,1,0.125,0.791623652
124049832,5,,,,3,0,0,0,0.25,0.25,0.35,0.56,0.44,0.62,0.5,0.86,0.5,1,0.125,0.0625,0.125,1,0.125,0.788624883
124049938,7,,,,3,0,0,0.97,0.4,0.15,0.6,0.48,0.72,0.5,0.66,0.54,0.76,0,0.125,0,0.09375,1,0.1875,0.784984529
124049674,5,,,,3,0,0,0.15,0.15,0.25,0.1,0.62,0.54,0.66,0.62,0.94,0.72,0,0.291666667,0.1875,0.0625,1,0.1875,0.784272075
124048838,7,,,,3,0,0,0,0.4,0.4,0.85,0.64,0.44,0.66,0.58,0.92,0.56,1,0.166666667,0,0.125,1,0.041666667,0.78316617
124050449,7,,,,3,0,0,0.9,0.3,0.1,0.35,0.56,0.62,0.42,0.52,0.66,0.58,0,0.066666667,0.15,0.125,1,0.083333333,0.779037774
124049317,4,,,,3,0,1,0.75,0.6,0.05,0.35,0.94,0.98,0.9,0.92,0.84,0.98,1,0,0.075,0.0625,1,0.125,0.774188399
124049517,4,,,,3,0,0,0.97,0.85,0.25,0.75,0.7,0.9,0.62,0.78,0.78,0.7,1,0.125,0.0375,0.09375,1,0.25,0.773948848
124049621,7,,,,3,0,0,0.05,0.01,0.01,0.1,0.52,0.34,0.52,0.5,0.64,0.56,0,0.016666667,0.025,0.05,1,0.083333333,0.773551285
124048885,7,,,,3,0,0,0,0.03,0.1,0.05,0.48,0.74,0.44,0.72,0.7,0.68,0,0.075,0,0.05625,1,0.166666667,0.773325861
124049537,5,,,,3,0,0,0.55,0.04,0.2,0.2,0.5,0.62,0.72,0.74,0.66,0.72,1,0.166666667,0.25,0.125,1,0.083333333,0.769271314
