Folio;Proceso;ESTATUS DE INGRESO;BAJA 1ER CUATRI;BAJA 2DO CUATRI;BAJA 3ER CUATRI;PROGRAMA EDUCATIVO;Fecha de nacimiento;Género;Estado civil;Hijos;Número de hijos;Edades de los hijos;Ciudad de origen;Estado de origen;Trabaja;Trabajo;Horario;Turno;Salario mensual;Dependientes económicos;Número de dependientes económicos;Casa;Vive con;Número de personas con quien vive;Persona 1 con quien vive;Persona 2 con quien vive;Persona 3 con quien vive;Persona 4 con quien vive;Persona 5 con quien vive;Persona 6 con quien vive;Persona 7 con quien vive;Persona 8 con quien vive;Persona 9 con quien vive;Persona 10 con quien vive;Dormitorio compartido;¿Con cuántos?;Agua potable;Luz eléctrica;Drenaje;Internet;Cable;Computadora;Usa transporte público;Tarjeta RedQ;Automovil propio;Apoyo para traslados;Apoyo gubernamental;Tipo de apoyo;Escolaridad padre;Escolaridad madre;Ocupación padre;Trabajo de padre;Ingreso mensual de padre;Ocupación de madre;Trabajo de madre;Ingreso mensual de madre;Ingresos mensuales familiares;Hermanos;Edad hermano 1;Edad hermano 2;Edad hermano 3;Edad hermano 4;Edad hermano 5;Edad hermano 6;Edad hermano 7;Estudios de hermano 1;Estudios de hermano 2;Estudios de hermano 3;Estudios de hermano 4;Estudios de hermano 5;Estudios de hermano 6;Estudios de hermano 7;Nivel de estudios de hermano 1;Nivel de estudios de hermano 2;Nivel de estudios de hermano 3;Nivel de estudios de hermano 4;Nivel de estudios de hermano 5;Nivel de estudios de hermano 6;Nivel de estudios de hermano 7;UPQ Primera opción;¿Por qué no?;Minutos de trayecto a la universidad;Problema o padecimiento;¿Cuál?;Miembro de la familia con problema o padecimiento;¿Quién y cuál?;R. Verbal;R. Espacial;Fluidez verbal;Razonamiento matemático;Razonamiento abstracto;Actividad física;Arte;Cálculo;Mecánico;Comunicación;Empresas;Humanidades;Idiomas;Leyes;Música;Naturaleza;Salud;Servicio;Informática;Finanzas;Interpersonal;Lingüística;Lógica matemática;Motricidad fina;Musical;Naturaleza del entorno;Visual espacial;Motricidad gruesa;Intrapersonal;Naturaleza y salud;Comunicatividad;Empuje;Optimismo;Coherencia familiar;Autoestima;Creatividad;Autonomía;Adaptación;Negociación;Resilencia;Proactividad;Organización;Visual;Auditivo;Cinestésico;Motivación interna;Apoyo externo;El aspirante tiene buena vista;El aspirante cree tener adicciones (fumar, consumir alcohol o drogas);Hábitos de estudio;Tiene o ha tenido trastornos alimenticios (anorexia, bulimia, otros);Sufre de una enfermedad crónica (diabetes, asma, lupus u otra);Tiene buena audición;Técnicas de estudio;Máximo interés;Máxima inteligencia;Equilibrio emocional;Agrega comentarios y sugerencias sobre tu experiencia durante la prueba;Probabilidad Baja (%);BAJA;;
122044016;2do proceso;NI;BAC;;;1;1998-03-30 00:00:00;Masculino;0;0;;;Estado de Mexico;Ciudad de México;0;;;;0;No;;Rentada;Familiares;2;Hermana;Madre;;;;;;;;;No;;Si;Si;Si;Si;No;Sí, una computadora que NO es una laptop;Si;No;No;Si;No;;Licenciatura (o grado después de preparatoria);Preparatoria;Trabaja;Gerente de ventas;0,000423729;Hogar;;0;0,03125;1;27;;;18,14754098;21;24,30769231;30,5;Concluyó un nivel;;;;;;;Universidad;;;;;;;1;;0,003383793;0;;No;;0,54;0,14;70;0,88;0,82;14;39;0,8;0,63;0,27;36;45;54;33;89;43;40;0,12;0,12;0,41;81;89;64;24;74;10;28;11;92;24;99;81;78;1;74;58;99;52;81;80;45;26;40;37;22;100;80;Si;No;No;No;No;Si;No;89;88;86,5;Había varias palabras que en mi vida había escuchado - leído y fue bastante pesado ;6,565780163;0;;
122043621;2do proceso;NI;;BT;;3;2002-05-06 00:00:00;Masculino;0;0;;;Querétaro ;Querétaro;1;Repartidor de DiDi food ;Horario a tu disposición;Vespertino;8000;No;;Propia;Familiares;2;Mamá ;hermano menor ;;;;;;;;;Si;1;Si;Si;Si;Si;Si;Sí, una laptop;No;No;Si;Si;No;;Preparatoria;Preparatoria;Trabaja;Obrero y en un taller mecánico ;0,00020339;Trabaja;Chofer de transporte de personal ;0,022;0,035;2;18;;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;Está cursando algún nivel;;;;;;Bachillerato;Primaria;;;;;;1;;0,002493321;0;;No;;0,46;0,9;42;0,72;0,97;4;9;0,27;0,63;0,06;14;7;21;20;24;32;23;0,1;0,42;0,34;12;4;59;80;5;39;33;53;12;11;12;2;16;9;6;58;18;52;24;29;59;7;37;31;31;100;100;Si;No;Si;No;No;Si;No;63;97;12;Estuvo muy bien, me hubiera gustado más tiempo en matemáticas y razonamiento abstracto ;8,211782455;0;;
122043884;2do proceso;NI;;;BV;6;2003-09-07 00:00:00;Masculino;0;0;;;Queretaro ;Querétaro;0;;;;0;No;;Propia;Familiares;10 o más;papa;mama;hermano;hermana ;hermano ;abuelo;abuela;prima;prima;tias;Si;1;Si;Si;Si;No;No;Sí, una computadora que NO es una laptop;Si;No;No;No;No;;Secundaria;Primaria;Trabaja;fabrica;0,000918232;Trabaja;en una casa;0,0024;0,005625;2;22;;;18,14754098;21;24,30769231;30,5;Concluyó un nivel;Está cursando algún nivel;;;;;;Bachillerato;Secundaria;;;;;;1;;0,005164737;0;;No;;0,26;0,35;2;0,61;0,01;99;71;0,38;0,52;0,37;31;88;60;88;77;91;92;0,82;0,99;0,61;34;35;69;64;24;76;61;92;62;59;21;57;78;39;26;58;61;85;41;80;91;89;40;40;20;80;80;Si;No;Si;No;No;Si;No;99;61;48;Se me fue el Internet pero pude lograrlo ;5,436108112;0;;
122043760;2do proceso;NI;;;;4;2004-02-02 00:00:00;Femenino;0;0;;;Santiago de Querétaro;Querétaro;0;;;;0;No;;Propia;Familiares;3;Hija;Hija;Hermana;;;;;;;;Si;1;Si;Si;No;Si;Si;Sí, una laptop;Si;Si;No;Si;No;;Licenciatura (o grado después de preparatoria);Preparatoria;Trabaja;Empleado;0,000169492;Hogar;;0;0,0125;1;13 años;;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;;;;;;;Secundaria;;;;;;;1;;0,002938557;0;;No;;0,67;0,95;75;0,82;0,66;68;99;0,24;0,76;0,58;12;92;25;62;86;97;90;0,96;0,59;0,2;71;77;74;64;90;83;71;57;56;91;42;18;37;20;26;32;18;24;52;29;45;26;51;28;20;100;100;Si;No;Si;No;No;Si;Si;99;95;63,5;Las preguntas y ejercicios todo bien, pero siento que debieron poner un poquito más de tiempo para las cuestiones de razonamiento lógico-matemático, de ahí en fuera, todo bien.  ¡Gracias!;7,103608608;0;;
122043875;2do proceso;NI;;;;3;2002-05-07 00:00:00;Femenino;0;0;;;Querétaro;Querétaro;0;;;;0;No;;Propia;Familiares;4;Padre;Madre;Hermana;Hermana;;;;;;;Si;2;Si;Si;Si;Si;No;No;Si;No;No;Si;No;;Secundaria;Secundaria;Trabaja;Obrero;6,77966E-05;Hogar;;0;0,005;2;17;;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;Está cursando algún nivel;;;;;;Bachillerato;Secundaria;;;;;;1;;0,010507569;0;;No;;0,98;0,9;91;0,96;0,75;28;71;0,63;0,99;0,37;7;38;6;26;73;94;99;0,99;0,99;0,08;99;99;99;99;72;95;97;87;99;99;99;99;99;99;99;99;39;52;99;99;99;99;31;40;28;100;100;No;No;Si;No;No;Si;Si;99;98;99;A mi parecer fue una prueba muy completa y en parte con mucha complejidad que me reto a pensar aun más.;6,678277016;0;;
122043559;2do proceso;NI;;;;5;2003-12-09 00:00:00;Masculino;0;0;;;Queretaro;Querétaro;1;En un centro comercial;Tiempo completo;Vespertino;6500;No;;Propia;Familiares;5;Papá;Mamá;Hermana;Hermana;Hermana;;;;;;No;;Si;Si;Si;Si;No;Sí, una computadora que NO es una laptop;Si;No;No;Si;No;;Secundaria;Secundaria;Trabaja;Empleado;0,000508475;Hogar;;0;0,0375;3;24;;;18,14754098;21;24,30769231;30,5;Dejó algún nivel trunco;Concluyó un nivel;Está cursando algún nivel;;;;;Bachillerato;Bachillerato;;;;;;1;;0,004274265;0;;No;;0,71;0,82;78;0,96;0,24;38;32;0,44;0,63;0,06;21;26;17;33;24;79;56;0,07;0,99;0,14;7;8;51;59;36;91;61;53;9;68;3;18;51;4;39;32;18;24;2;42;45;11;48;31;20;80;80;Si;No;Si;No;No;Si;No;99;96;8;ok;5,675370216;0;;
122043876;2do proceso;NI;;;;3;2004-03-18 00:00:00;Masculino;0;0;;;QUERETARO;Querétaro;0;;;;0;No;;Propia;Familiares;4;padre;madre;hermano;hermano;;;;;;;Si;2;No;Si;Si;Si;No;Sí, una computadora que NO es una laptop;Si;No;No;No;No;;Preparatoria;Secundaria;Trabaja;Guardia de seguridad;0,000135593;Hogar;;0;0,01;2;25;;;18,14754098;21;24,30769231;30,5;Dejó algún nivel trunco;Dejó algún nivel trunco;;;;;;Bachillerato;Secundaria;;;;;;1;;0,010507569;0;;No;;0,54;0,9;88;0,49;0,43;44;82;0,44;0,76;0,58;18;66;21;49;80;88;82;0,31;0,99;0,29;25;35;28;48;49;51;50;36;39;68;31;42;16;20;10;32;28;7;24;56;59;17;48;24;26;80;80;No;No;Si;No;No;Si;Si;99;90;32;todo bien;12,83762932;0;;
122043651;2do proceso;NI;;;;6;2004-03-17 00:00:00;Masculino;0;0;;;Querétaro;Querétaro;0;;;;0;No;;Propia;Familiares;4;Padre;Madre;Hermana ;Abuela ;;;;;;;No;;Si;Si;Si;Si;No;Sí, una laptop;Si;Si;No;Si;No;;Secundaria;Secundaria;Trabaja;En una fabrica;0,000135593;Trabaja;Tienda ;0,02;0,01875;1;14;;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;;;;;;;Secundaria;;;;;;;0;Tengo varias opciones ;0,007836153;0;;Si;Abuela, hipertiroidismo, insuficiencia renal;0,86;0,9;78;0,96;0,55;50;21;0,44;0,4;0,23;14;20;66;20;57;60;61;0,42;0,99;0,24;3;51;45;42;36;83;55;36;5;85;21;10;0;29;6;32;8;24;9;29;59;26;33;35;31;100;80;No;No;Si;No;No;Si;Si;99;96;4;Me gusto la prueba y creo que esta muy bien ;7,211788177;0;;
122043879;2do proceso;NI;;;;3;2003-05-12 00:00:00;Femenino;0;0;;;Nezahualcóyotl ;Ciudad de México;0;;;;0;No;;Propia;Familiares;2;Mamá ;Hermana;;;;;;;;;Si;2;Si;Si;No;Si;No;No;Si;No;No;Si;No;;Primaria;Secundaria;Trabaja;Albañil ;0;Trabaja;Comerciante ;0,008;0,005;4;32;;;18,14754098;21;24,30769231;30,5;Dejó algún nivel trunco;Dejó algún nivel trunco;Está cursando algún nivel;Está cursando algún nivel;;;;Bachillerato;Bachillerato;;;;;;1;;0,010507569;0;;No;;0,03;0,35;11;0,36;0,09;99;71;0,99;0,76;0,58;99;72;99;92;73;88;99;0,82;0,99;0,99;99;96;92;76;81;94;71;97;99;97;99;99;89;29;74;81;93;99;99;80;82;89;55;22;22;100;100;Si;No;Si;No;No;Si;Si;99;36;99;Me pareció una prueba muy extensa con datos necesarios y organizados fácil de comprender y con una buena mejora, en si fue una prueba interesante y me emociono ver todas las cosas que me interesan ;16,40450287;0;;
122043918;2do proceso;NI;;;;4;2004-03-28 00:00:00;Femenino;0;0;;;Queretaro;Querétaro;0;;;;0;No;;Propia;Familiares;4;Madre;Padre;Hermano;Hermana;;;;;;;Si;1;Si;Si;Si;Si;No;Sí, una laptop;Si;No;No;Si;No;;Desconocida;Desconocida;Trabaja;Fabrica(Es Obrero);5,9322E-05;Hogar;;0;0,006875;2;25;;;18,14754098;21;24,30769231;30,5;Concluyó un nivel;Está cursando algún nivel;;;;;;Universidad;Bachillerato;;;;;;1;;0,006620072;0;;No;;0,06;0,35;9;0,24;0,04;75;75;0,05;0,22;0,12;62;32;21;26;61;16;92;0,56;0,02;0,99;44;39;28;35;45;51;45;32;62;80;85;69;26;99;39;45;28;85;32;56;21;95;22;22;55;100;100;Si;No;Si;No;No;Si;Si;99;35;53;La prueba me resulto muy compleja y bastante organizada, respecto a los temas fuerón de gran ayuda, de gran interes para la practica. ;3,84191823;0;;
122043986;2do proceso;NI;;;;4;2003-02-18 00:00:00;Femenino;0;0;;;villahermosa;Tabasco;1;haciendo bebidas;;Vespertino;4000;No;;Propia;Familiares;2;actitud;inteligencia;;;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una laptop;Si;No;No;Si;No;;Licenciatura (o grado después de preparatoria);Licenciatura (o grado después de preparatoria);Trabaja;almacenes;0,00020339;Ninguno/No aplica;;0;0,015;1;17;;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;;;;;;;Bachillerato;;;;;;;1;;0,008726625;0;;No;;0,54;0,95;11;0,72;0,33;17;85;0,14;0,27;0,75;21;66;47;71;77;71;78;0,37;0,38;0,61;16;51;11;35;81;83;45;36;15;80;7;1;5;5;6;1;18;15;41;29;12;36;55;26;17;100;100;Si;No;Si;No;No;Si;Si;85;95;15,5;ninguna;10,41707134;0;;
122042836;2do proceso;NI;;;;3;2003-04-20 00:00:00;Masculino;0;0;;;MEXICO;Ciudad de México;1;Asturiano;Medio tiempo;Matutino;3600;No;;Rentada;Familiares;5;Abuela;Abuelo;Tia;Tio;Prima;;;;;;No;;Si;Si;Si;Si;Si;Sí, una laptop;Si;Si;Si;Si;No;;Preparatoria;Preparatoria;Trabaja;Herbalife;0,000169492;Trabaja;Liverpool;0,012;0,025;3;17;;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;Está cursando algún nivel;Está cursando algún nivel;;;;;Bachillerato;Preescolar;;;;;;1;;0,002493321;0;;No;;0,23;0,46;18;0,49;0,82;99;59;0,63;0,52;0,27;36;66;83;43;41;38;35;0,26;0,99;0,5;39;73;87;76;24;76;76;71;82;87;99;92;96;67;99;91;99;93;63;89;91;89;40;37;22;100;60;Si;No;Si;No;No;Si;No;99;82;60,5;Solo un poco la redaccion con la primeras partes de lectura, ya que cuesta un poco entender muchas palabras, la mayoria desconocen muchas de ellas, y para relacionarlas con las oraciones cuesta.;12,53692055;0;;
122043727;2do proceso;NI;;;;0;2003-10-20 00:00:00;Femenino;0;0;;;México;Querétaro;0;;;;0;No;;Propia;Familiares;4;Madre;Padre;Hermana;Hermana;;;;;;;Si;1;Si;Si;Si;Si;No;Sí, una computadora que NO es una laptop;Si;No;No;No;No;;Secundaria;Primaria;Trabaja;Músico;6,77966E-05;Hogar;;0;0,00375;2;15;;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;Está cursando algún nivel;;;;;;Bachillerato;Primaria;;;;;;1;;0,002493321;0;;No;;0,5;0,59;29;0,96;0,93;99;99;0,24;0,32;0,79;41;95;66;67;99;97;85;0,73;0,12;0,46;85;82;59;83;99;95;89;92;44;91;42;57;37;29;26;81;39;85;41;29;70;17;48;24;26;100;100;Si;No;Si;No;No;Si;Si;99;96;64,5;Me ayudó a conocerme más como persona, gracias.;9,678569794;0;;
122044033;2do proceso;NI;;;;4;2004-07-10 00:00:00;Femenino;0;0;;;Mexico ;Querétaro;0;;;;0;No;;Propia;Familiares;8;Papa ;Mama ;Hermano mayor ;Hermano ;Hermano menor ;hermana ;cuñada;sobrino ;;;Si;1;Si;Si;Si;Si;No;No;Si;Si;No;Si;No;;Preparatoria;Secundaria;Trabaja;Chofer publico (taxista) ;0,00020339;Hogar;;0;0,0375;4;26;;;18,14754098;21;24,30769231;30,5;Dejó algún nivel trunco;Concluyó un nivel;Dejó algún nivel trunco;Está cursando algún nivel;;;;Bachillerato;Bachillerato;;;;;;1;;0,006620072;0;;No;;0,41;0,82;29;0,36;0,04;44;21;0,11;0,17;0,82;99;78;99;67;41;32;29;0,49;0,12;0,61;49;82;11;35;49;23;55;46;32;54;85;92;78;82;99;58;39;99;73;29;99;71;44;33;22;100;80;No;No;Si;No;No;Si;Si;99;82;40,5;Esta experiencia es muy grata para mi, ya que el poder tener la oportunidad de presentar el examen sin dificultad alguna, me llena de emocion y pues en la prueba estuvo muy bien organizada.;7,082715511;0;;
122043967;2do proceso;NI;;;;4;2002-01-31 00:00:00;Femenino;0;0;;;Queretaro;Querétaro;1;Empresa automotriz;Tiempo completo;Vespertino;5000;No;;Propia;Familiares;4;Mama;Papa;Hermano;Hermana;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una laptop;Si;No;No;No;No;;Secundaria;Primaria;Hogar;;0,000101695;Hogar;;0;0,01;2;18;;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;Está cursando algún nivel;;;;;;Universidad;Primaria;;;;;;1;;0,007836153;0;;No;;0,41;0,14;21;0,24;0,09;28;9;0,63;0,13;0,53;99;38;60;53;34;11;29;0,65;0,27;0,99;81;91;64;30;1;5;18;28;85;24;85;92;78;67;74;22;61;37;93;80;91;81;40;48;11;100;100;No;No;Si;No;No;Si;Si;99;41;83;El tiempo para contestar considero que fue muy poco, considerando que habia que hacer operaciones. ;9,412858009;0;;
122043725;2do proceso;NI;;;;1;2004-09-04 00:00:00;Masculino;0;0;;;Ciudad Valles;San Luis Potosí;0;;;;0;No;;Propia;Familiares;2;Padre;Hermano ;;;;;;;;;Si;1;Si;Si;Si;Si;Si;Sí, una laptop;Si;Si;No;Si;No;;Preparatoria;Licenciatura (o grado después de preparatoria);Trabaja;Empleado de cocina/restaurant (chef);8,47458E-05;Ninguno/No aplica;;0;0,00625;1;15;;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;;;;;;;Secundaria;;;;;;;1;;0,009617097;0;;No;;0,71;0,46;34;0,72;0,89;62;79;0,18;0,36;0,58;18;66;40;62;89;60;71;0,82;0,59;0,37;12;51;31;14;95;46;28;49;15;38;31;10;1;20;6;22;18;37;9;8;8;11;44;35;20;100;100;Si;No;Si;No;No;Si;Si;89;89;13,5;No se me trabo el internet y me senti un poco seguro en lo que contestaba ;10,77546883;0;;
122043995;2do proceso;NI;;;;6;2004-08-27 00:00:00;Masculino;0;0;;;Pedro Escobedo;Querétaro;0;;;;0;No;;Propia;Familiares;5;Padre;Madre;hermano mayor;hermana mayor;hermana menor;;;;;;No;;Si;Si;Si;Si;Si;Sí, una computadora que NO es una laptop;Si;No;No;Si;No;;Secundaria;Secundaria;Trabaja;comerciante;0,00020339;Hogar;;0;0,015;3;25;;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;Está cursando algún nivel;Está cursando algún nivel;;;;;Universidad;Universidad;;;;;;1;;0,001157614;0;;No;;0,33;0,9;47;0,82;0,66;11;95;0,07;0,36;0,37;4;26;0;13;24;60;56;0,12;0,99;0,2;25;23;45;42;36;57;50;41;3;34;21;28;51;20;26;32;12;7;9;42;59;26;44;22;33;100;100;No;No;Si;No;No;Si;Si;99;90;14;sin comentarios;5,192202568;0;;
122044038;2do proceso;NI;;;;0;2004-06-22 00:00:00;Femenino;0;0;;;ECATEPEC DE MORELOS ;Estado de México;0;;;;0;No;;Propia;Familiares;3;Mama ;Papa ;Hermano;;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una laptop;No;No;No;Si;No;;Preparatoria;Preparatoria;Trabaja;Diseñador estructural;0,000254237;Trabaja;Ventas;0,008;0,02375;1;15;;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;;;;;;;Bachillerato;;;;;;;1;;0,002493321;0;;No;;0,75;0,59;29;0,99;0,93;23;4;0,05;0,29;0,06;99;32;60;92;41;56;90;0,16;0,27;0,69;2;1;3;0;36;33;23;17;1;24;3;1;5;20;2;13;2;7;24;1;12;26;28;44;26;100;80;Si;No;Si;No;No;Si;Si;99;99;1,5;Un poco mas de tiempo para las secciones  ;6,558650017;0;;
122043963;2do proceso;NI;;;;3;2004-09-23 00:00:00;Masculino;0;0;;;la loma;Querétaro;0;;;;0;No;;Propia;Familiares;4;ninguno;ninguno;poco;mucho;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una computadora que NO es una laptop;Si;No;Si;Si;No;;Preparatoria;Secundaria;Trabaja;albañil, plomero, electricista;8,47458E-05;Hogar;;0;0,00625;2;20;;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;Está cursando algún nivel;;;;;;Universidad;Preescolar;;;;;;1;;0,002493321;0;;No;;0,11;0,59;3;0,72;0,93;68;75;0,14;0,63;0,17;31;32;13;20;24;49;99;0,42;0,59;0,46;5;29;14;53;45;76;45;53;39;87;12;18;26;9;39;1;39;15;5;29;8;7;35;31;33;100;80;Si;No;Si;No;No;Si;No;99;93;22;Todo estuvo bien solo que en algunas pruebas daban muy poco tiempo ;8,231125832;0;;
122043460;2do proceso;NI;;;;4;2003-06-04 00:00:00;Femenino;0;0;;;Atarjea;Guanajuato;0;;;;0;No;;Propia;Familiares;5;Mamá;Papá;Hermano;Hermano;Hermana;;;;;;Si;1;Si;Si;Si;Si;Si;Sí, una laptop;Si;No;Si;Si;No;;Secundaria;Preparatoria;Ninguno/No aplica;;0;Trabaja;Oficial del regristro Civil;0,009827466;0,01;3;33;;;18,14754098;21;24,30769231;30,5;Concluyó un nivel;Está cursando algún nivel;Está cursando algún nivel;;;;;Bachillerato;Bachillerato;;;;;;1;;0,021193232;0;;No;;0,37;0,35;21;0,72;0,55;33;75;0,8;0,29;0,95;99;78;73;99;66;60;56;0,9;0,99;0,99;71;51;18;42;61;62;45;24;12;59;21;2;37;67;3;32;28;52;63;8;5;11;44;35;20;100;100;No;No;Si;No;No;Si;Si;99;72;41,5;La prueba esta muy bien organizada, trae variedad de temas para abarcar todo;6,872782707;0;;
122043972;2do proceso;NI;;;;0;2001-06-04 00:00:00;Femenino;0;0;;;QUERETARO;Querétaro;1;VENDEDOR EN SUCURSAL;Tiempo completo;Vespertino;6000;No;;Rentada;Familiares;5;PAPÁ;MAMÁ;HERMANO;HERMANA;HERMANA;;;;;;Si;1;Si;Si;Si;Si;Si;Sí, una laptop;Si;No;No;Si;No;;Secundaria;Preparatoria;Trabaja;OPERADOR;8,47458E-05;Hogar;;0;0,01875;3;24;;;18,14754098;21;24,30769231;30,5;Concluyó un nivel;Concluyó un nivel;Está cursando algún nivel;;;;;Universidad;Bachillerato;;;;;;1;;0,002493321;0;;No;;0,41;0,35;65;0,49;0,43;17;39;0,18;0,32;0,58;62;72;60;75;34;66;61;0,42;0,34;0,69;30;39;24;64;41;67;23;28;56;20;31;42;37;67;55;45;39;52;41;56;70;17;40;42;17;100;80;No;No;Si;No;No;Si;Si;75;65;43;SIN COMENTARIOS;10,11274719;0;;
122043900;2do proceso;NI;BAC;;;3;2004-11-29 00:00:00;Femenino;0;0;;;Queretaro;Querétaro;0;;;;0;No;;Propia;Familiares;4;Mama;Papa;Hermano;Hermano ;;;;;;;Si;2;Si;Si;Si;Si;No;No;Si;Si;No;Si;No;;Preparatoria;Secundaria;Trabaja;Ayudante de Mecanico;6,77966E-05;Hogar;;0;0,005;2;22;;;18,14754098;21;24,30769231;30,5;Concluyó un nivel;Dejó algún nivel trunco;;;;;;Bachillerato;Bachillerato;;;;;;1;;0,006500445;0;;Si; hipertenso;0,41;0,08;42;0,49;0,66;68;75;0,99;0,99;0,58;99;95;47;95;83;91;78;0,49;0,99;0,69;66;96;78;48;88;89;65;97;95;89;85;99;66;82;99;99;99;93;63;99;99;81;42;33;24;100;100;No;No;Si;No;No;Si;No;99;66;80,5;Tener en cuenta más que reactivos podrían venir y poder estudiarlos si es que nos fallan algunos temas básicos;15,64163971;0;;
122043537;2do proceso;NI;BV;;;4;2002-01-26 00:00:00;Femenino;0;0;;;QUERETARO;Querétaro;0;;;;0;No;;Rentada;Familiares;1;MADRE;;;;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una laptop;Si;No;Si;No;No;;Maestría;Preparatoria;Trabaja;Fotografo;0;Trabaja;Trabajadora de limpieza del hogar;0,012;0,0075;0;;;;18,14754098;21;24,30769231;30,5;;;;;;;;;;;;;;;1;;0,006620072;0;;No;;0,15;0,23;61;0,72;0,82;23;32;0,01;0,06;0,58;76;20;60;43;7;79;48;0,42;0,02;0,69;44;15;0;53;72;94;18;41;89;24;85;57;66;39;55;45;50;93;52;56;99;36;35;40;24;60;40;Si;No;Si;No;No;Si;Si;79;82;66,5;Me gustó la forma en que se organizaron los temas, pero tengo miedo de que haya tenido que entrar a alguna reunión con maestros y compañeros para que me vieran y supervisaran por medio de la cámara.;4,69735527;0;;
122043828;2do proceso;NI;;;BAC;4;2004-10-26 00:00:00;Femenino;0;0;;;Mexico;Ciudad de México;0;;;;0;No;;Propia;Familiares;3;mama;papa;hermana;;;;;;;;No;;Si;Si;Si;Si;No;Sí, una laptop;Si;No;Si;Si;Si;Transporte escolar;Preparatoria;Secundaria;Trabaja;Transportista;0,000135593;Hogar;;0;0,01;2;21;;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;Está cursando algún nivel;;;;;;Universidad;Bachillerato;;;;;;1;;0,000712378;0;;No;;0,37;0,04;0;0,06;0,55;99;99;0,99;0,63;0,95;99;99;99;95;96;97;99;0,96;0,99;0,99;99;92;90;95;92;98;96;98;99;98;99;92;96;99;99;99;99;99;99;99;91;98;44;33;22;100;100;Si;No;Si;No;No;Si;Si;99;55;99;me gusto saber lo mucho que se ;6,868889809;0;;
122043662;2do proceso;NI;;;;4;2004-11-14 00:00:00;Femenino;0;0;;;oaxaca;Oaxaca;1;cafeteria;Medio tiempo;Vespertino;1500;No;;Propia;Familiares;4;familia;familia;familia;familia;;;;;;;Si;1;Si;Si;Si;Si;No;Sí, una laptop;Si;No;No;Si;No;;Licenciatura (o grado después de preparatoria);Licenciatura (o grado después de preparatoria);Trabaja;ventas;1,69492E-05;Trabaja;ventas;0,03;0,03125;1;14;;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;;;;;;;Secundaria;;;;;;;1;;0,006620072;0;;No;;0,06;0,23;11;0,36;0,66;38;99;0,21;0,32;0,92;99;95;99;92;99;94;66;0,99;0,69;0,99;25;23;14;76;49;92;61;17;28;54;55;81;89;39;99;91;87;99;24;99;99;89;42;33;24;100;100;Si;No;Si;No;No;Si;Si;99;66;26,5;agregar un poco más de tiempo estaría mucho mejor;5,871344566;0;;
122044029;2do proceso;NI;;;;3;2002-09-10 00:00:00;Masculino;0;0;;;Queretaro;Querétaro;0;;;;0;Si;1;Propia;Familiares;3;Padre;Madre;Hermano;;;;;;;;Si;1;Si;Si;Si;Si;Si;Sí, una laptop;Si;No;No;Si;No;;Preparatoria;Secundaria;Trabaja;Trabaja en un taller mecanico Automotriz;0,00020339;Hogar;;0;0,01875;3;21;;;18,14754098;21;24,30769231;30,5;Concluyó un nivel;Concluyó un nivel;Concluyó un nivel;;;;;Secundaria;Secundaria;;;;;;1;;0,006620072;0;;Si;Mi padre, tiene diabetes ;0,41;0,98;34;0,49;0,75;44;45;0,99;0,99;0,06;12;45;60;26;45;71;85;0,16;0,69;0,99;25;45;55;48;65;71;38;53;15;80;55;2;5;0;2;22;8;15;41;29;8;17;37;33;28;100;60;No;No;Si;No;No;Si;Si;99;98;20;.;7,571555138;0;;
122044079;2do proceso;NI;;;;1;2004-12-10 00:00:00;Masculino;0;0;;;Querétaro ;Querétaro;0;;;;0;Si;1;Propia;Familiares;2;Madre;familiar ;;;;;;;;;No;;Si;Si;Si;Si;No;Sí, una laptop;Si;No;Si;Si;No;;Desconocida;Licenciatura (o grado después de preparatoria);Ninguno/No aplica;;0;Trabaja;Servidora publica ;0,009827466;0,021174273;1;13;;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;;;;;;;Secundaria;;;;;;;1;;0,013178985;0;;No;;0,03;0,82;5;0,82;0,96;33;54;0,44;0,63;0,58;51;20;25;78;70;20;14;0,02;0,53;0,5;44;8;81;30;88;3;55;28;39;20;31;81;89;14;55;81;81;93;81;29;45;89;42;33;24;100;80;Si;No;No;No;No;Si;Si;78;96;41,5;estuvo bien ;8,398808479;0;;
