Folio;Proceso;ESTATUS DE INGRESO;BAJA 1ER CUATRI;BAJA 2DO CUATRI;BAJA 3ER CUATRI;PROGRAMA EDUCATIVO;Fecha de nacimiento;Género;Estado civil;Hijos;Número de hijos;Edades de los hijos;Ciudad de origen;Estado de origen;Trabaja;Trabajo;Horario;Turno;Salario mensual;Dependientes económicos;Número de dependientes económicos;Casa;Vive con;Número de personas con quien vive;Persona 1 con quien vive;Persona 2 con quien vive;Persona 3 con quien vive;Persona 4 con quien vive;Persona 5 con quien vive;Persona 6 con quien vive;Persona 7 con quien vive;Persona 8 con quien vive;Persona 9 con quien vive;Persona 10 con quien vive;Dormitorio compartido;¿Con cuántos?;Agua potable;Luz eléctrica;Drenaje;Internet;Cable;Computadora;Usa transporte público;Tarjeta RedQ;Automovil propio;Apoyo para traslados;Apoyo gubernamental;Tipo de apoyo;Escolaridad padre;Escolaridad madre;Ocupación padre;Trabajo de padre;Ingreso mensual de padre;Ocupación de madre;Trabajo de madre;Ingreso mensual de madre;Ingresos mensuales familiares;Hermanos;Edad hermano 1;Edad hermano 2;Edad hermano 3;Edad hermano 4;Edad hermano 5;Edad hermano 6;Edad hermano 7;Estudios de hermano 1;Estudios de hermano 2;Estudios de hermano 3;Estudios de hermano 4;Estudios de hermano 5;Estudios de hermano 6;Estudios de hermano 7;Nivel de estudios de hermano 1;Nivel de estudios de hermano 2;Nivel de estudios de hermano 3;Nivel de estudios de hermano 4;Nivel de estudios de hermano 5;Nivel de estudios de hermano 6;Nivel de estudios de hermano 7;UPQ Primera opción;¿Por qué no?;Minutos de trayecto a la universidad;Problema o padecimiento;¿Cuál?;Miembro de la familia con problema o padecimiento;¿Quién y cuál?;R. Verbal;R. Espacial;Fluidez verbal;Razonamiento matemático;Razonamiento abstracto;Actividad física;Arte;Cálculo;Mecánico;Comunicación;Empresas;Humanidades;Idiomas;Leyes;Música;Naturaleza;Salud;Servicio;Informática;Finanzas;Interpersonal;Lingüística;Lógica matemática;Motricidad fina;Musical;Naturaleza del entorno;Visual espacial;Motricidad gruesa;Intrapersonal;Naturaleza y salud;Comunicatividad;Empuje;Optimismo;Coherencia familiar;Autoestima;Creatividad;Autonomía;Adaptación;Negociación;Resilencia;Proactividad;Organización;Visual;Auditivo;Cinestésico;Motivación interna;Apoyo externo;El aspirante tiene buena vista;El aspirante cree tener adicciones (fumar, consumir alcohol o drogas);Hábitos de estudio;Tiene o ha tenido trastornos alimenticios (anorexia, bulimia, otros);Sufre de una enfermedad crónica (diabetes, asma, lupus u otra);Tiene buena audición;Técnicas de estudio;Máximo interés;Máxima inteligencia;Equilibrio emocional;Agrega comentarios y sugerencias sobre tu experiencia durante la prueba;Probabilidad Baja (%);BAJA;;
122044449;1er proceso;NI;;;;6;2001-10-22 00:00:00;Masculino;0;0;;;QUERETARO;Querétaro;0;;;;0;No;;Propia;Familiares;6;PAPÁ;MAMÁ;HERMANA;HERMANA;TIO;ABUELO;;;;;No;;Si;Si;Si;Si;No;Sí, una laptop;Si;No;Si;Si;No;;Preparatoria;Secundaria;Trabaja;Matricero, elaboracion de maquinados industriales;0,000237288;Hogar;;0;0,01;2;17;16;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;Está cursando algún nivel;;;;;;Universidad;Bachillerato;;;;;;1;;0,002493321;0;;No;;0,99;0,71;86;0,92;0,16;20;91;0,8;0,4;0,53;21;84;30;13;92;79;74;0,73;0,99;0,14;12;51;31;80;61;67;80;24;50;54;70;42;16;67;99;69;81;24;9;29;59;59;42;46;11;100;100;Si;No;Si;No;No;Si;Si;99;99;31;Ningun comentario;4,58492136;0;;
122044235;1er proceso;NI;;;;6;2004-04-07 00:00:00;Femenino;0;0;;;estado de mexico ;Estado de México;0;;;;0;No;;Propia;Familiares;2;padre;hermana;;;;;;;;;Si;1;Si;Si;Si;Si;No;Sí, una laptop;Si;No;No;Si;No;;Maestría;Preparatoria;Trabaja;empleado federal;0,000237288;Ninguno/No aplica;;0;0,0175;2;16;12;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;Está cursando algún nivel;;;;;;Bachillerato;Primaria;;;;;;1;;0,002493321;0;;No;;0,54;0,14;29;0,61;0,55;62;32;0,21;0,4;0,82;25;45;11;62;48;56;23;0,42;0,99;0,2;71;35;31;76;54;57;87;66;95;64;55;81;66;82;99;81;87;85;41;70;91;95;44;26;28;100;100;Si;No;No;No;No;Si;Si;99;61;83;sugiero que deberia de haber un poco mas de tiempo para contestar las preguntas ;5,201168537;0;;
122044519;1er proceso;NI;;BAC;;5;2003-03-31 00:00:00;Masculino;0;0;;;Querétaro;Querétaro;0;;;;0;No;;Propia;Familiares;1;es mi abuela;;;;;;;;;;No;;Si;Si;Si;Si;No;Sí, una laptop;No;No;No;Si;No;;Licenciatura (o grado después de preparatoria);Licenciatura (o grado después de preparatoria);Trabaja;vende carros;0,000101695;Trabaja;secretaria;0,012;0,015;1;3;;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;;;;;;;Preescolar;;;;;;;0;simplemente no;0,00160285;0;;No;;0,01;0;0;0,36;0,03;1;4;0;0,01;0,06;0;7;0;13;7;49;74;0,01;0;0,01;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;8;0;0;0;0;0;66;31;2;20;100;Si;Si;No;No;No;Si;No;74;36;0;no quiero estudiar, por favor no me admitan;4,552319527;0;;
122044542;1er proceso;NI;;;;6;2004-02-11 00:00:00;Masculino;0;0;;;Queretaro;Querétaro;0;;;;0;No;;Propia;Familiares;4;Mama;Papa;Hermana;Hermano;;;;;;;Si;2;Si;Si;Si;Si;Si;Sí, una computadora que NO es una laptop;Si;No;No;Si;No;;Licenciatura (o grado después de preparatoria);Secundaria;Trabaja;guardia de seguridad;0,000186441;Trabaja;obrera;0,018;0,02375;2;15;14;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;Está cursando algún nivel;;;;;;Bachillerato;Secundaria;;;;;;1;;0,005164737;0;;No;;0,79;0,9;51;0,99;0,82;75;27;0,99;0,76;0,99;99;88;60;95;41;91;92;0,73;0,99;0,99;75;86;41;53;95;86;83;82;82;89;85;42;78;29;99;91;81;85;63;95;45;47;35;28;35;100;80;Si;No;Si;No;No;Si;Si;99;99;78,5;Me gustó demasiado como ordenaron el examen y lo bien explicado que está todo, no tengo quejas y me quedo satisfecho.;3,259899378;0;;
122044370;1er proceso;NI;BV;;;6;2000-11-23 00:00:00;Masculino;0;0;;;Querétaro;Querétaro;0;;Tiempo completo;;0;No;;Rentada;Familiares;4;Hijo;Hijo;Hermano;Hermano;;;;;;;Si;1;No;Si;Si;Si;No;Sí, una laptop;Si;No;No;Si;No;;Licenciatura (o grado después de preparatoria);Preparatoria;Trabaja;Contador;6,77966E-05;Hogar;;0;0,01;2;20;16;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;Está cursando algún nivel;;;;;;Universidad;Bachillerato;;;;;;1;;0,007836153;0;;No;;0,03;0,04;1;0,06;0,82;55;45;0,63;0,52;0,48;21;32;13;26;61;94;90;0,1;0,99;0,11;1;2;7;2;36;33;11;9;1;29;21;28;37;29;10;32;28;37;52;29;21;36;57;33;8;100;100;Si;No;Si;No;No;Si;Si;99;82;1;La verdad fue un buen examen, tiene lo necesario.;3,945917368;0;;
122044596;1er proceso;NI;;;;6;2003-07-29 00:00:00;Masculino;0;0;;;La Piedad;Michoacán;0;;;;0;No;;Propia;Familiares;4;Padre;Madre;Hermano;Hermano;;;;;;;No;;Si;Si;Si;Si;No;Sí, una laptop;Si;No;No;Si;No;;Maestría;Maestría;Trabaja;Maestro;0,000237288;Trabaja;Maestra;0,014;0,02625;2;15;6;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;Está cursando algún nivel;;;;;;Bachillerato;Preescolar;;;;;;1;;0,004274265;0;;No;;0,71;0,9;75;0,88;0,93;44;39;0,8;0,99;0,23;46;32;35;26;86;16;51;0,16;0,99;0,5;85;86;95;69;97;57;38;85;85;34;99;69;96;99;99;99;99;93;88;99;82;89;42;42;15;100;100;Si;No;Si;No;No;Si;No;99;93;85;Fue el tiempo necesario para las preguntas contenidas, las series de los ejercicios de tipo domino se me hicieron retadoras y algunas medias complejas;3,020226002;0;;
122043841;1er proceso;NI;;;;6;2004-06-29 00:00:00;Masculino;0;0;;;queretaro;Querétaro;0;;;;0;No;;Propia;Familiares;5;Padre;Madre;hermano;hermano;hermano;;;;;;Si;1;Si;Si;Si;Si;Si;Sí, una laptop;Si;No;No;Si;No;;Secundaria;Primaria;Trabaja;chofer de camión;0,000918232;Trabaja;300;0,0024;0,025;3;21;15;12;18,14754098;21;24,30769231;30,5;Dejó algún nivel trunco;Está cursando algún nivel;Está cursando algún nivel;;;;;Bachillerato;Bachillerato;Secundaria;;;;;1;;0,006620072;0;;No;;0,2;0,46;21;0,61;0,04;82;45;0,11;0,32;0,27;21;66;40;67;80;43;44;0,56;0,99;0,46;1;73;2;48;54;33;28;36;6;24;12;28;0;20;6;13;0;24;5;3;33;2;37;31;31;100;80;Si;No;Si;No;No;No;Si;99;61;3,5;Estuvo bien pero me algunas cosas si se me fueron complicadas y estuvo muy bien, aunque me gustaria que hubiera mñas preguntas sobres transtornos mentales o cualquier otro;4,706289291;0;;
122043694;1er proceso;NI;;;;5;2003-11-20 00:00:00;Masculino;0;0;;;México;Ciudad de México;0;;;;1000;Si;2;Rentada;Familiares;2;Mamá;Hermano;;;;;;;;;Si;1;Si;Si;Si;Si;No;Sí, una laptop;Si;No;Si;Si;No;;Secundaria;Menor a primaria;Ninguno/No aplica;;0;Trabaja;Comerciante de Alimentos;0,014;0,025;2;29;22;;18,14754098;21;24,30769231;30,5;Dejó algún nivel trunco;Concluyó un nivel;;;;;;Bachillerato;Bachillerato;;;;;;1;;0,003383793;0;;No;;0,02;0,71;1;0,82;0,66;50;32;0,27;0,4;0,37;18;53;66;49;92;49;35;0,65;0,99;0,24;39;39;55;83;68;8;23;57;82;95;70;28;78;67;39;45;72;37;24;95;91;59;33;42;24;100;80;No;No;Si;No;No;Si;Si;99;82;60,5;Fue buena aunque hubo algunas actividades que no habia visto anteriormente como la de los dados pero todo lo demas creo que estuvo excelente :) pues sugerencias no tengo ninguna;5,091748238;0;;
122044456;1er proceso;NI;;;;6;2003-12-09 00:00:00;Masculino;0;0;;;EL MARQUES;Querétaro;0;;;;0;Si;2;Propia;Familiares;6;PADRE;MADRE;HERMANO;ABUELO PATERNO;ABUELA PATERNA;ABUELA MATERNA;;;;;No;;Si;Si;Si;Si;Si;Sí, una laptop;Si;No;No;Si;No;;Licenciatura (o grado después de preparatoria);Secundaria;Trabaja;Negociante;0,000254237;Hogar;;0,007;0,025;1;20;;;18,14754098;21;24,30769231;30,5;Dejó algún nivel trunco;;;;;;;Bachillerato;;;;;;;0;Por que no sabia mucho acerca de ella;0,00160285;0;;No;;0,88;0,71;91;0,49;0,33;55;71;0,14;0,52;0,53;31;53;40;26;61;60;56;0,42;0,99;0,41;20;45;6;21;49;57;33;46;12;24;42;18;10;9;10;13;8;24;24;14;45;36;46;26;26;100;80;Si;No;Si;No;No;Si;Si;99;91;16;La prueba esta muy bien hecha, bien organizada, aunque si podria ser mas explicita para que sea aun mas entendible en algunos puntos, tiene ejercicios muy buenos aunque algunos son confusos;7,944242001;0;;
122044680;1er proceso;NI;;;;5;2003-07-14 00:00:00;Masculino;0;0;;;Cd. Madero;Tamaulipas;0;;;;0;No;;Rentada;Familiares;3;Papa;Mama;Yo;;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una laptop;Si;Si;No;Si;Si;Qro bus;Preparatoria;Secundaria;Trabaja;Chofer escolta;0,000152542;Trabaja;Area de nutricion en hospital;0,012;0,01875;2;29;28;;18,14754098;21;24,30769231;30,5;Concluyó un nivel;Concluyó un nivel;;;;;;Universidad;Bachillerato;;;;;;1;;0,007836153;0;;No;;0,71;0,59;38;0,72;0,24;82;15;0,01;0,13;0,58;9;7;0;13;80;60;61;0,16;0,69;0,08;30;0;0;59;81;16;33;53;32;54;31;18;51;99;74;81;12;24;32;42;70;47;40;31;28;60;100;Si;Si;Si;No;No;Si;No;82;72;31;Se me hizo facil comprender todo porque venia bien explicado las intrucciones, se me hizo facil y comodo.;4,607719421;0;;
122044673;1er proceso;NI;;;;6;2004-03-14 00:00:00;Masculino;0;0;;;Queretaro;Querétaro;1;Como Empleado General ;Horario a tu disposición;Vespertino;0;No;;Propia;Familiares;4;Mamá;Papá;Hermano Mediano;Hermano Pequeño;;;;;;;Si;2 Hermanos;Si;Si;Si;Si;No;Sí, una laptop;Si;Si;No;Si;No;;Preparatoria;Secundaria;Trabaja;Hobrero en una empresa;0,000918232;Hogar;;0;0,0125;2;17;13;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;Está cursando algún nivel;;;;;;Bachillerato;Secundaria;;;;;;1;;0,004274265;0;;No;;0,11;0,46;7;0,92;0,43;50;39;0,32;0,4;0,32;76;84;30;75;70;56;61;0,65;0,99;0,78;34;56;59;92;81;76;83;57;44;93;42;18;37;67;17;22;61;7;41;70;59;47;37;46;15;100;80;Si;No;Si;No;No;Si;Si;99;92;39;la prueva al principio me susto por el lapzo de duracion pero me agrado la mayor parte de el tiempo se me complico un poco la parte de relacionar las palabras, rntonces tego que ampliar mi vocabulario;7,323377609;0;;
122044580;1er proceso;NI;;;;5;2003-12-20 00:00:00;Masculino;0;0;;;Querétaro ;Querétaro;0;;;;0;No;;Propia;Familiares;5;Papá ;Mamá ;Hermana;Hermana;yo;;;;;;Si;2;Si;Si;No;Si;No;No;Si;No;No;No;No;;Secundaria;Maestría;Trabaja;Empleado;0,000115254;Trabaja;Empleada;0,0088;0,014;2;23;16;;18,14754098;21;24,30769231;30,5;Concluyó un nivel;Está cursando algún nivel;;;;;;Universidad;Bachillerato;;;;;;1;;0,010507569;0;;No;;0,07;0,46;18;0,92;0,55;82;49;0,18;0,45;0,82;62;59;47;81;52;84;66;0,82;0,99;0,69;97;82;24;42;61;86;80;79;67;64;85;42;66;67;74;69;72;69;99;70;82;81;40;35;24;80;100;Si;No;Si;No;No;Si;Si;99;92;82;Preguntas diversas ;4,867610931;0;;
122044521;1er proceso;NI;;;;6;2003-04-04 00:00:00;Masculino;0;0;;;Quéretaro ;Querétaro;0;;;;0;No;;Rentada;Familiares;3;Es mi madre ;Es mi padre ;Es mi hermano ;;;;;;;;Si;3;Si;Si;Si;Si;Si;Sí, una computadora que NO es una laptop;Si;Si;No;Si;No;;Secundaria;Preparatoria;Trabaja;Es guardia de seguridad ;5,08475E-05;Trabaja;Asistente de limpieza ;0,005;0,00625;1;23;;;18,14754098;21;24,30769231;30,5;Concluyó un nivel;;;;;;;Universidad;;;;;;;1;;0,006055209;0;;No;;0,46;0,9;82;0,92;0,82;28;45;0,14;0,52;0,23;3;20;11;57;45;49;78;0,37;0,38;0,37;1;29;18;30;61;86;65;20;23;87;7;6;10;9;6;1;8;7;5;8;33;36;53;28;17;80;100;Si;No;Si;No;No;Si;Si;78;92;12;Nada que agregar, la prueba me parecio entretenida y sencilla ;5,943867683;0;;
122044537;1er proceso;NI;;;;6;2004-04-07 00:00:00;Femenino;0;0;;;queretaro;Querétaro;0;;;;0;No;;Propia;Familiares;3;padre;madre;hermano;;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una computadora que NO es una laptop;Si;Si;No;No;No;;Preparatoria;Secundaria;Trabaja;taxista;0,000169492;Hogar;;0;0,0125;1;19;;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;;;;;;;Universidad;;;;;;;1;;0,003829029;0;;Si;padre, diabetes;0,58;0,35;61;0,61;0,66;55;32;0,07;0,13;0,53;51;1;35;13;34;43;99;0,2;0,99;0,61;5;23;1;35;61;20;23;36;28;68;21;18;5;67;39;13;12;15;2;14;12;7;35;35;28;100;100;No;No;Si;No;No;Si;Si;99;66;16,5;buena organizacion, mas tiempo ;5,531220436;0;;
122044289;1er proceso;NI;;;;6;1999-09-06 00:00:00;Femenino;0;0;;;Veracruz;Veracruz;1;En industria ( procesa alimentos);Medio tiempo;Vespertino;6000;No;;Propia;Familiares;2;Mamá;Hermana;;;;;;;;;No;;Si;Si;Si;No;No;Sí, una laptop;Si;No;No;No;No;;Desconocida;Secundaria;Ninguno/No aplica;;0,000918232;Trabaja;Industria ;0,01;0,01375;2;25;24;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;Concluyó un nivel;;;;;;Universidad;Universidad;;;;;;1;;0,006620072;0;;No;;0,54;0,59;61;0,82;0,82;38;88;0,8;0,99;0,7;99;92;99;75;80;91;99;0,96;0,99;0,99;3;77;55;86;68;91;45;46;23;95;12;57;66;20;39;9;39;15;32;56;45;47;46;33;20;100;20;Si;No;Si;No;No;Si;No;99;82;13;La prueba se me hizo muy flexible, pero puesto que llevo unos años sin estudiar se me hizo muy poco el tiempo para resolver problemas matemáticos, de ahí en fuera se me hace una prueba muy completa.;8,459165573;0;;
122044514;1er proceso;NI;;;BAC;6;2004-10-26 00:00:00;Masculino;0;0;;;Queretaro;Querétaro;1;Trabajo en una tienda de despensa como repartidor y en atencion al cliente;Medio tiempo;Vespertino;5600;No;;Rentada;Familiares;4;Padre;Madre;Hermana;Hermana;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una laptop;Si;No;No;Si;No;;Licenciatura (o grado después de preparatoria);Licenciatura (o grado después de preparatoria);Trabaja;Ingeniero Mecanico;0,000918232;Trabaja;Cocinera;0,009827466;0,015;2;15;13;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;Está cursando algún nivel;;;;;;Bachillerato;Secundaria;;;;;;0;Porque no sabia de su existencia hasta que una amiga me platico de ella;0,006945681;0;;Si;Mi padre, tiene hipertension;0,54;0,46;7;0,49;0,09;82;99;0,32;0,76;0,58;31;88;99;75;99;88;90;0,82;0,99;0,34;12;35;28;30;77;23;45;62;32;54;21;1;10;4;17;32;12;15;24;42;33;7;33;44;22;100;60;Si;No;Si;No;No;Si;No;99;54;22;No tengo ninguna sugerencia por el momento, fue una buena prueba;11,17592621;0;;
122044815;1er proceso;NI;;;;6;2003-06-05 00:00:00;Masculino;0;0;;;Querétaro;Querétaro;0;;;;0;Si;2;Propia;Familiares;3;Consanguinidad;Consanguinidad;Consanguinidad;;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una laptop;No;No;No;No;No;;Preparatoria;Preparatoria;Trabaja;Venta de Agua;5,08475E-05;Trabaja;Venta de Ropa;0,006;0,0075;2;8;24;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;Concluyó un nivel;;;;;;Preescolar;Universidad;;;;;;1;;0,003383793;0;;No;;0,58;0,71;82;0,92;0,33;55;85;0,63;0,4;0,06;21;20;6;13;41;20;44;0,26;0,99;0,06;1;11;28;76;36;33;80;53;12;68;7;28;10;39;39;1;39;24;5;80;45;47;53;22;24;100;80;No;No;Si;No;No;Si;Si;99;92;6,5;Estuvo muy bien;5,234324455;0;;
122044808;1er proceso;NI;;;;6;2004-04-05 00:00:00;Masculino;0;0;;;QUERETARO ;Querétaro;1;Restaurante;Horario a tu disposición;Matutino;1100;No;;Propia;Familiares;2;Madre;Hermano;;;;;;;;;Si;1;Si;Si;Si;Si;Si;Sí, una laptop;Si;Si;No;No;No;;Primaria;Secundaria;Trabaja;comerciante;6,77966E-05;Trabaja;corte y confeccion;0,01;0,01125;1;24;;;18,14754098;21;24,30769231;30,5;Concluyó un nivel;;;;;;;Universidad;;;;;;;1;;0,007836153;0;;No;;0,13;0,82;5;0,82;0,43;33;21;0,8;0,52;0,27;14;10;6;13;41;20;23;0,26;0,99;0,11;44;4;69;42;7;13;45;32;15;24;31;69;37;67;55;4;18;52;9;29;45;89;40;33;26;80;80;Si;No;Si;No;No;Si;Si;99;82;29,5;La prueba esta muy bien organizada en tiempo y estructura de como se va presentando con forme a cada prueba.;7,167429447;0;;
122044731;1er proceso;NI;;BAC;;5;2005-12-10 00:00:00;Masculino;0;0;;;Queretaro;Querétaro;0;;;;0;No;;Propia;Familiares;0;;;;;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una laptop;Si;No;No;No;No;;Licenciatura (o grado después de preparatoria);Desconocida;Trabaja;Enfermero;0,000254237;Ninguno/No aplica;;0;0,01875;2;15;12;;18,14754098;21;24,30769231;30,5;Concluyó un nivel;Está cursando algún nivel;;;;;;Secundaria;Secundaria;;;;;;1;;0,003829029;0;;No;;0,63;0,46;78;0,24;0,43;62;32;0,14;0,4;0,64;31;78;8;53;52;88;74;0,73;0,34;0,34;10;29;9;30;36;51;28;46;3;73;55;81;26;82;99;32;28;24;32;89;91;36;44;42;13;100;100;Si;No;Si;No;No;Si;No;88;78;6,5;Estuvo clara y concisa aunque se me dificulto un poco pero aún así mis felicitaciones para quienes realizaron dicha prueba.;5,684895515;0;;
122044667;1er proceso;NI;;;;6;2004-02-22 00:00:00;Masculino;0;0;;;Ciudad de México;Ciudad de México;0;;;;0;No;;Propia;Familiares;2;Padre German Larrinaga García;Madre Yolanda Morales Escoto;;;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una computadora que NO es una laptop;No;No;Si;Si;No;;Licenciatura (o grado después de preparatoria);Preparatoria;Trabaja;Abogacía;0,000338983;Trabaja;Gasolinera;0,016;0,035;1;25;;;18,14754098;21;24,30769231;30,5;Concluyó un nivel;;;;;;;Universidad;;;;;;;1;;0,003383793;0;;No;;0,96;0,98;75;0,99;0,89;20;4;0,04;0,99;0,12;25;1;8;20;7;16;14;0,07;0,59;0,2;39;8;31;76;27;13;33;71;23;34;7;69;37;29;99;45;93;7;24;21;59;59;31;40;28;100;100;Si;No;Si;No;No;Si;Si;99;99;31;La prueba fue fácil de entender y es bueno que te den tiempo ilimitado para las instrucciones.;1,312902331;0;;
122044718;1er proceso;NI;;;;6;2004-04-07 00:00:00;Masculino;0;0;;;Ciudad de México;Ciudad de México;0;;;;0;Si;2;Rentada;Familiares;3;Mamá;Papá;Hermana;;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una laptop;Si;No;No;Si;No;;Preparatoria;Preparatoria;Trabaja;Recursos Humanos;0,000918232;Trabaja;Capturista;0,009827466;0,0175;1;10;;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;;;;;;;Primaria;;;;;;;0;Me enteré de la escuela después;0,006945681;1;Asma;Si;Mi mamá tiene Asma;0,88;0,71;55;0,92;0,33;1;15;0,44;0,99;0,7;51;7;73;49;41;84;66;0,65;0,99;0,55;66;61;90;14;58;13;18;0;15;68;55;42;51;82;26;91;39;85;41;14;33;36;35;40;24;100;80;Si;No;Si;No;Si;Si;No;99;92;40,5;Muy poco tiempo y muchos ejercicios en la sección del dominó.;9,371479988;0;;
122044558;1er proceso;NI;;;;6;2004-04-29 00:00:00;Femenino;0;0;;;QUERETARO;Querétaro;1;Negocio familiar;Horario a tu disposición;Vespertino;0;No;;Propia;Familiares;6;Papá;Mamá;Hermana;Sobrino;Sobrino;Tío;;;;;No;;Si;Si;Si;No;No;Sí, una laptop;Si;No;Si;Si;No;;Secundaria;Primaria;Trabaja;Albañil y comerciante;7,11864E-05;Trabaja;comerciante;0,006;0,008125;1;26;;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;;;;;;;Bachillerato;;;;;;;0;No había escuchado de ella hasta hace poco;0,002493321;0;;No;;0,83;0,9;61;0,98;0,55;38;82;0,38;0,4;0,99;46;84;73;43;70;66;71;0,49;0,69;0,5;49;92;64;24;83;89;76;32;6;68;31;18;10;20;17;32;50;52;41;70;91;47;44;37;17;100;100;Si;No;Si;No;No;Si;Si;99;98;27,5;El programa trabajó de manera correcta, todo avanzó muy bien.;14,1919241;0;;
122044368;1er proceso;NI;;;;5;2002-10-01 00:00:00;Masculino;0;0;;;Queretaro , Queretaro ;Querétaro;0;;;;0;No;;Propia;Familiares;2;Padre;Madre;;;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una laptop;No;No;No;Si;No;;Maestría;Maestría;Trabaja;comerciante;0,000423729;Trabaja;empleada;0,05;0,0625;0;;;;18,14754098;21;24,30769231;30,5;;;;;;;;;;;;;;;0;porque vi la opcion de la Uac;0,006620072;0;;No;;0,26;0,23;1;0,61;0,43;38;4;0,03;0,15;0,37;46;7;11;13;7;5;29;0,31;0,69;0,14;92;45;18;30;20;16;38;95;92;83;85;81;96;67;99;69;50;93;88;80;70;95;44;35;20;100;100;Si;No;No;No;No;Si;No;69;61;92;Mi experiencia con la prueba fue bastante buena porque me ayudo para aprender un poco mas en lo que realmente quiero hacer con mi vida respecto a las cosas que me gustan ;4,46037674;0;;
122044737;1er proceso;NI;;;;6;2002-03-02 00:00:00;Masculino;0;0;;;Queretaro;Querétaro;0;;Tiempo completo;;2000;No;;Rentada;Familiares;5;Hermana;Papa;Madrastra;Hermanastro;Tia;;;;;;No;;Si;Si;Si;Si;Si;Sí, una laptop;Si;Si;No;No;No;;Secundaria;Secundaria;Trabaja;Gerente de Restaurante;0,000169492;Ninguno/No aplica;;0;0,015;2;14;1;;18,14754098;21;24,30769231;30,5;Concluyó un nivel;;;;;;;Secundaria;Preescolar;;;;;;1;;0,002493321;0;;No;;0,83;0,82;88;0,99;0,66;99;39;0,27;0,63;0,27;46;26;25;26;52;66;56;0,1;0,69;0,37;25;35;41;69;27;62;61;71;28;68;12;1;78;9;26;58;39;15;24;42;59;7;37;33;28;100;80;No;No;Si;No;No;Si;Si;99;99;26,5;Muchas gracias, espero estar listo para el examen de conocimientos, estoy realmente entusiasmado por entrar a estudiar en esta universidad.;5,179319382;0;;
122044901;1er proceso;NI;;BAC;;5;2002-12-24 00:00:00;Masculino;0;0;;;Veracruz ;Veracruz;1;Ingeniero de sistemas ;Tiempo completo;Matutino;4000;No;;Rentada;Solo;0;;;;;;;;;;;No;;Si;Si;Si;Si;No;Sí, una laptop;Si;No;No;No;No;;Desconocida;Desconocida;Trabaja;campo;6,77966E-05;Hogar;;0;0,0075;2;20;34;;18,14754098;21;24,30769231;30,5;Concluyó un nivel;Concluyó un nivel;;;;;;Universidad;Universidad;;;;;;1;;0,006620072;0;;No;;0;0,59;7;0,24;0,24;99;99;0,99;0,99;0,99;99;99;99;99;99;99;99;0,99;0,99;0,99;92;99;81;83;99;97;95;87;92;95;99;92;37;99;99;45;61;85;93;99;99;98;37;35;26;100;100;Si;No;Si;No;No;Si;No;99;59;92;Hola comunidad UPQ, para mi fue un verdadero placer realisar esta prueba, hacido una de las mejores experiencias en mi vida de verdad muchas gracias. Espero poder ser parte ser parte de la UPQ.Gracias;5,157435417;0;;
122044918;1er proceso;NI;;BAC;;6;2004-07-06 00:00:00;Masculino;0;0;;;Colon ;Querétaro;0;;;;0;No;;Propia;Solo;2;Mama;Hermana;;;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una laptop;Si;No;Si;Si;No;;Desconocida;Primaria;Ninguno/No aplica;;0;Trabaja;obrera;0,02;0,1875;1;3 años;;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;;;;;;;Preescolar;;;;;;;1;;0,006620072;0;;No;;0,37;0,14;65;0,82;0,16;38;49;0,24;0,76;0,7;62;59;60;57;48;88;71;0,9;0,69;0,61;34;45;24;59;45;76;50;57;73;68;55;81;37;82;55;69;72;69;63;80;70;7;35;24;40;80;100;Si;No;Si;No;No;Si;Si;90;82;53,5;muy buena nadamas que agregar un poco mas de tiempo en otras preguntas o secciones;1,089732051;0;;
